x y
73.6629073496894 307464.56822950044
150.55030400599327 1.2828898919675816e6
304.0999837229485 5.232952877443161e6
608.9562361117008 2.0982580019160096e7
1217.9479182682571 8.393389040114406e7
2435.896981701797 3.357345619590338e8
4871.800485073062 1.3429405210791762e9
